[repro] started_at=2026-09-11T18:29:50+08:00
[repro] run_id=20260911_182950_mooc_pid748580
[repro] repo_commit=28ca94a06771c46073b650de3daa95e0939342ba
[repro] tracked_patch_sha256=9c5c573c67cf67dc7b1588abbd796fcb30acf6e937c3b9a8782fcb9438909540
[repro] patch_stat= model/utils.py                       |  99 +++++++++++++
[repro] patch_stat= scalable_tgn_link_prediction.py      | 274 ++++++++++++++++++++++++++++++++---
[repro] patch_stat= scalable_tgn_main_link_prediction.py |  64 +++++++-
[repro] patch_stat= 3 files changed, 410 insertions(+), 27 deletions(-)
[repro] dataset=mooc gpu=0 env=scadyg
[repro] eval_manifest=/home/lab_user/project/lzc/results/scadyg/protocols/mooc_full_item_v1.npz
[repro] eval_manifest_sha256=f314bf0ef2afecc8c127d89f32620f47075f438ebe21ee960b146d69cafe8da1
[repro] checkpoint_dir=/home/lab_user/project/lzc/results/scadyg/checkpoints/20260911_182950_mooc_pid748580
[repro] command=python scalable_tgn_main_link_prediction.py --dataset mooc --cuda_device 0 --eval_manifest /home/lab_user/project/lzc/results/scadyg/protocols/mooc_full_item_v1.npz --checkpoint_dir /home/lab_user/project/lzc/results/scadyg/checkpoints/20260911_182950_mooc_pid748580 --repo_commit 28ca94a06771c46073b650de3daa95e0939342ba --seed 4 --selection_metric filtered_mrr --eval_protocol both
[repro] torch=2.2.1+cu121 pyg=2.8.0.post1 dgl=2.2.1+cu121
[repro] cuda=True gpu_count=1
[repro] gpu_name=NVIDIA GeForce RTX 3090
[Fri Sep 11 18:29:56 2026|scalable_tgn_main_link_prediction.py|INFO] evaluation protocol:both, manifest_sha256:f314bf0ef2afecc8c127d89f32620f47075f438ebe21ee960b146d69cafe8da1, edge_index_sha256:e8b017550b97172caa9334cc6a5cba18bbd052f30ef93ecd2cdb17c4ff24e33c, valid_destination_count:97
[Fri Sep 11 18:31:06 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.50293, official_mrr:0.63840, filtered_mrr:0.01686, acc:0.99186, ap:0.99024, f1:0.99186, macro_auc:0.99507, micro_auc:0.99507
[Fri Sep 11 18:31:06 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:77, positives:4118, sources:319, mean_negatives:82.029, min_negatives:53, max_negatives:96
[Fri Sep 11 18:31:07 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.54847, official_mrr:0.65270, filtered_mrr:0.01643, acc:0.99247, ap:0.98934, f1:0.99247, macro_auc:0.99461, micro_auc:0.99461
[Fri Sep 11 18:31:07 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:78, positives:4118, sources:352, mean_negatives:83.768, min_negatives:51, max_negatives:96
[Fri Sep 11 18:31:07 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.65516, official_mrr:0.64650, filtered_mrr:0.01589, acc:0.99126, ap:0.98714, f1:0.99126, macro_auc:0.99349, micro_auc:0.99349
[Fri Sep 11 18:31:07 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:79, positives:4118, sources:371, mean_negatives:84.239, min_negatives:63, max_negatives:96
[Fri Sep 11 18:31:07 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.48067, official_mrr:0.65102, filtered_mrr:0.01693, acc:0.99174, ap:0.98982, f1:0.99174, macro_auc:0.99416, micro_auc:0.99416
[Fri Sep 11 18:31:07 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:80, positives:4118, sources:401, mean_negatives:83.221, min_negatives:39, max_negatives:96
[Fri Sep 11 18:31:07 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.55853, official_mrr:0.64005, filtered_mrr:0.01693, acc:0.99259, ap:0.98905, f1:0.99259, macro_auc:0.99441, micro_auc:0.99441
[Fri Sep 11 18:31:07 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:81, positives:4118, sources:339, mean_negatives:81.805, min_negatives:44, max_negatives:96
[Fri Sep 11 18:31:07 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.41390, official_mrr:0.64886, filtered_mrr:0.01746, acc:0.99381, ap:0.99196, f1:0.99381, macro_auc:0.99595, micro_auc:0.99595
[Fri Sep 11 18:31:07 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:82, positives:4118, sources:396, mean_negatives:82.735, min_negatives:34, max_negatives:96
[Fri Sep 11 18:31:07 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.47870, official_mrr:0.64552, filtered_mrr:0.01559, acc:0.99162, ap:0.99080, f1:0.99162, macro_auc:0.99536, micro_auc:0.99536
[Fri Sep 11 18:31:07 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:83, positives:4118, sources:391, mean_negatives:85.125, min_negatives:64, max_negatives:96
[Fri Sep 11 18:31:07 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:3, loss:0.56494, official_mrr:0.65211, filtered_mrr:0.01712, acc:0.99053, ap:0.98840, f1:0.99053, macro_auc:0.99334, micro_auc:0.99334
[Fri Sep 11 18:31:07 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:3, snapshot:84, positives:4118, sources:371, mean_negatives:82.074, min_negatives:46, max_negatives:96
[Fri Sep 11 18:31:07 2026|scalable_tgn_link_prediction.py|INFO] validation summary epoch:3, avg_official_mrr:0.65331, global_filtered_mrr:0.01746, avg_ap:0.98941, selection_metric:filtered_mrr, selection_score:0.01746
[Fri Sep 11 18:31:21 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:4, loss:0.16745, official_mrr:0.90072, filtered_mrr:0.04938, acc:0.99259, ap:0.98631, f1:0.99259, macro_auc:0.99350, micro_auc:0.99350
[Fri Sep 11 18:31:21 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:4, snapshot:70, positives:4118, sources:324, mean_negatives:83.555, min_negatives:51, max_negatives:96
[Fri Sep 11 18:31:21 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:4, loss:0.11384, official_mrr:0.86919, filtered_mrr:0.04804, acc:0.99441, ap:0.99363, f1:0.99441, macro_auc:0.99670, micro_auc:0.99670
[Fri Sep 11 18:31:21 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:4, snapshot:71, positives:4118, sources:344, mean_negatives:84.298, min_negatives:43, max_negatives:96
[Fri Sep 11 18:31:21 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:4, loss:0.18760, official_mrr:0.85483, filtered_mrr:0.05037, acc:0.98895, ap:0.98415, f1:0.98895, macro_auc:0.99050, micro_auc:0.99050
[Fri Sep 11 18:31:21 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:4, snapshot:72, positives:4118, sources:321, mean_negatives:80.469, min_negatives:29, max_negatives:96
[Fri Sep 11 18:31:21 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:4, loss:0.11632, official_mrr:0.87609, filtered_mrr:0.04854, acc:0.98871, ap:0.99119, f1:0.98871, macro_auc:0.99525, micro_auc:0.99525
[Fri Sep 11 18:31:21 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:4, snapshot:73, positives:4118, sources:306, mean_negatives:81.326, min_negatives:54, max_negatives:96
[Fri Sep 11 18:31:21 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:4, loss:0.15858, official_mrr:0.87649, filtered_mrr:0.04442, acc:0.99102, ap:0.98808, f1:0.99101, macro_auc:0.99388, micro_auc:0.99388
[Fri Sep 11 18:31:21 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:4, snapshot:74, positives:4118, sources:307, mean_negatives:80.789, min_negatives:45, max_negatives:96
[Fri Sep 11 18:31:21 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:4, loss:0.18859, official_mrr:0.85344, filtered_mrr:0.04380, acc:0.99223, ap:0.98857, f1:0.99223, macro_auc:0.99490, micro_auc:0.99490
[Fri Sep 11 18:31:21 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:4, snapshot:75, positives:4118, sources:329, mean_negatives:84.600, min_negatives:57, max_negatives:96
[Fri Sep 11 18:31:22 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:4, loss:0.17106, official_mrr:0.84480, filtered_mrr:0.04861, acc:0.99393, ap:0.98920, f1:0.99393, macro_auc:0.99539, micro_auc:0.99539
[Fri Sep 11 18:31:22 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:4, snapshot:76, positives:4118, sources:359, mean_negatives:81.110, min_negatives:36, max_negatives:96
[Fri Sep 11 18:31:22 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:4, loss:0.17084, official_mrr:0.82497, filtered_mrr:0.04756, acc:0.99065, ap:0.98957, f1:0.99065, macro_auc:0.99517, micro_auc:0.99517
[Fri Sep 11 18:31:22 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:4, snapshot:77, positives:4118, sources:319, mean_negatives:82.029, min_negatives:53, max_negatives:96
[Fri Sep 11 18:31:22 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:4, loss:0.18399, official_mrr:0.84574, filtered_mrr:0.04461, acc:0.99150, ap:0.98755, f1:0.99150, macro_auc:0.99406, micro_auc:0.99406
[Fri Sep 11 18:31:22 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:4, snapshot:78, positives:4118, sources:352, mean_negatives:83.768, min_negatives:51, max_negatives:96
[Fri Sep 11 18:31:22 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:4, loss:0.21245, official_mrr:0.83922, filtered_mrr:0.04703, acc:0.99102, ap:0.98628, f1:0.99101, macro_auc:0.99345, micro_auc:0.99345
[Fri Sep 11 18:31:22 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:4, snapshot:79, positives:4118, sources:371, mean_negatives:84.239, min_negatives:63, max_negatives:96
[Fri Sep 11 18:31:22 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:4, loss:0.16203, official_mrr:0.84683, filtered_mrr:0.04649, acc:0.99114, ap:0.98731, f1:0.99114, macro_auc:0.99327, micro_auc:0.99327
[Fri Sep 11 18:31:22 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:4, snapshot:80, positives:4118, sources:401, mean_negatives:83.221, min_negatives:39, max_negatives:96
[Fri Sep 11 18:31:22 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:4, loss:0.15606, official_mrr:0.82156, filtered_mrr:0.04814, acc:0.99199, ap:0.98900, f1:0.99199, macro_auc:0.99422, micro_auc:0.99422
[Fri Sep 11 18:31:22 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:4, snapshot:81, positives:4118, sources:339, mean_negatives:81.805, min_negatives:44, max_negatives:96
[Fri Sep 11 18:31:23 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:4, loss:0.16476, official_mrr:0.82576, filtered_mrr:0.04520, acc:0.99369, ap:0.98928, f1:0.99369, macro_auc:0.99518, micro_auc:0.99518
[Fri Sep 11 18:31:23 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:4, snapshot:82, positives:4118, sources:396, mean_negatives:82.735, min_negatives:34, max_negatives:96
[Fri Sep 11 18:31:23 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:4, loss:0.15160, official_mrr:0.84386, filtered_mrr:0.04314, acc:0.99186, ap:0.98951, f1:0.99186, macro_auc:0.99457, micro_auc:0.99457
[Fri Sep 11 18:31:23 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:4, snapshot:83, positives:4118, sources:391, mean_negatives:85.125, min_negatives:64, max_negatives:96
[Fri Sep 11 18:31:23 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:4, loss:0.19221, official_mrr:0.82869, filtered_mrr:0.04310, acc:0.99089, ap:0.98602, f1:0.99089, macro_auc:0.99334, micro_auc:0.99334
[Fri Sep 11 18:31:23 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:4, snapshot:84, positives:4118, sources:371, mean_negatives:82.074, min_negatives:46, max_negatives:96
[Fri Sep 11 18:31:23 2026|scalable_tgn_link_prediction.py|INFO] validation summary epoch:4, avg_official_mrr:0.85015, global_filtered_mrr:0.04656, avg_ap:0.98838, selection_metric:filtered_mrr, selection_score:0.04656
[Fri Sep 11 18:31:36 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:5, loss:0.30240, official_mrr:0.83050, filtered_mrr:0.03426, acc:0.99114, ap:0.98414, f1:0.99114, macro_auc:0.99297, micro_auc:0.99297
[Fri Sep 11 18:31:36 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:5, snapshot:70, positives:4118, sources:324, mean_negatives:83.555, min_negatives:51, max_negatives:96
[Fri Sep 11 18:31:36 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:5, loss:0.17898, official_mrr:0.83115, filtered_mrr:0.03475, acc:0.99356, ap:0.99030, f1:0.99356, macro_auc:0.99538, micro_auc:0.99538
[Fri Sep 11 18:31:36 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:5, snapshot:71, positives:4118, sources:344, mean_negatives:84.298, min_negatives:43, max_negatives:96
[Fri Sep 11 18:31:36 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:5, loss:0.25989, official_mrr:0.82503, filtered_mrr:0.04090, acc:0.98810, ap:0.98235, f1:0.98810, macro_auc:0.99028, micro_auc:0.99028
[Fri Sep 11 18:31:36 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:5, snapshot:72, positives:4118, sources:321, mean_negatives:80.469, min_negatives:29, max_negatives:96
[Fri Sep 11 18:31:37 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:5, loss:0.20811, official_mrr:0.84477, filtered_mrr:0.03219, acc:0.98859, ap:0.98666, f1:0.98859, macro_auc:0.99426, micro_auc:0.99426
[Fri Sep 11 18:31:37 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:5, snapshot:73, positives:4118, sources:306, mean_negatives:81.326, min_negatives:54, max_negatives:96
[Fri Sep 11 18:31:37 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:5, loss:0.29460, official_mrr:0.82856, filtered_mrr:0.03741, acc:0.98992, ap:0.98188, f1:0.98992, macro_auc:0.99218, micro_auc:0.99218
[Fri Sep 11 18:31:37 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:5, snapshot:74, positives:4118, sources:307, mean_negatives:80.789, min_negatives:45, max_negatives:96
[Fri Sep 11 18:31:37 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:5, loss:0.14556, official_mrr:0.83637, filtered_mrr:0.03155, acc:0.99162, ap:0.99054, f1:0.99162, macro_auc:0.99567, micro_auc:0.99567
[Fri Sep 11 18:31:37 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:5, snapshot:75, positives:4118, sources:329, mean_negatives:84.600, min_negatives:57, max_negatives:96
[Fri Sep 11 18:31:37 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:5, loss:0.10641, official_mrr:0.81462, filtered_mrr:0.03772, acc:0.99271, ap:0.99300, f1:0.99271, macro_auc:0.99659, micro_auc:0.99659
[Fri Sep 11 18:31:37 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:5, snapshot:76, positives:4118, sources:359, mean_negatives:81.110, min_negatives:36, max_negatives:96
[Fri Sep 11 18:31:37 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:5, loss:0.18487, official_mrr:0.82419, filtered_mrr:0.03156, acc:0.99041, ap:0.98800, f1:0.99041, macro_auc:0.99483, micro_auc:0.99483
[Fri Sep 11 18:31:37 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:5, snapshot:77, positives:4118, sources:319, mean_negatives:82.029, min_negatives:53, max_negatives:96
[Fri Sep 11 18:31:37 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:5, loss:0.25457, official_mrr:0.81686, filtered_mrr:0.03177, acc:0.99077, ap:0.98426, f1:0.99077, macro_auc:0.99346, micro_auc:0.99346
[Fri Sep 11 18:31:37 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:5, snapshot:78, positives:4118, sources:352, mean_negatives:83.768, min_negatives:51, max_negatives:96
[Fri Sep 11 18:31:37 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:5, loss:0.22293, official_mrr:0.82053, filtered_mrr:0.03256, acc:0.99041, ap:0.98677, f1:0.99041, macro_auc:0.99397, micro_auc:0.99397
[Fri Sep 11 18:31:37 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:5, snapshot:79, positives:4118, sources:371, mean_negatives:84.239, min_negatives:63, max_negatives:96
[Fri Sep 11 18:31:38 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:5, loss:0.15382, official_mrr:0.82484, filtered_mrr:0.03239, acc:0.98895, ap:0.98863, f1:0.98895, macro_auc:0.99400, micro_auc:0.99400
[Fri Sep 11 18:31:38 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:5, snapshot:80, positives:4118, sources:401, mean_negatives:83.221, min_negatives:39, max_negatives:96
[Fri Sep 11 18:31:38 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:5, loss:0.17432, official_mrr:0.84197, filtered_mrr:0.03514, acc:0.99004, ap:0.98899, f1:0.99004, macro_auc:0.99462, micro_auc:0.99462
[Fri Sep 11 18:31:38 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:5, snapshot:81, positives:4118, sources:339, mean_negatives:81.805, min_negatives:44, max_negatives:96
[Fri Sep 11 18:31:38 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:5, loss:0.21365, official_mrr:0.82870, filtered_mrr:0.03674, acc:0.99247, ap:0.98760, f1:0.99247, macro_auc:0.99495, micro_auc:0.99495
[Fri Sep 11 18:31:38 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:5, snapshot:82, positives:4118, sources:396, mean_negatives:82.735, min_negatives:34, max_negatives:96
[Fri Sep 11 18:31:38 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:5, loss:0.18153, official_mrr:0.80861, filtered_mrr:0.03308, acc:0.99053, ap:0.98919, f1:0.99053, macro_auc:0.99499, micro_auc:0.99499
[Fri Sep 11 18:31:38 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:5, snapshot:83, positives:4118, sources:391, mean_negatives:85.125, min_negatives:64, max_negatives:96
[Fri Sep 11 18:31:38 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:5, loss:0.16471, official_mrr:0.82070, filtered_mrr:0.04061, acc:0.98907, ap:0.98945, f1:0.98907, macro_auc:0.99459, micro_auc:0.99459
[Fri Sep 11 18:31:38 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:5, snapshot:84, positives:4118, sources:371, mean_negatives:82.074, min_negatives:46, max_negatives:96
[Fri Sep 11 18:31:38 2026|scalable_tgn_link_prediction.py|INFO] validation summary epoch:5, avg_official_mrr:0.82649, global_filtered_mrr:0.03484, avg_ap:0.98745, selection_metric:filtered_mrr, selection_score:0.03484
[Fri Sep 11 18:31:51 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:6, loss:0.35421, official_mrr:0.82022, filtered_mrr:0.03030, acc:0.99089, ap:0.98466, f1:0.99089, macro_auc:0.99287, micro_auc:0.99287
[Fri Sep 11 18:31:51 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:6, snapshot:70, positives:4118, sources:324, mean_negatives:83.555, min_negatives:51, max_negatives:96
[Fri Sep 11 18:31:51 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:6, loss:0.22678, official_mrr:0.81841, filtered_mrr:0.02998, acc:0.99296, ap:0.99053, f1:0.99296, macro_auc:0.99531, micro_auc:0.99531
[Fri Sep 11 18:31:51 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:6, snapshot:71, positives:4118, sources:344, mean_negatives:84.298, min_negatives:43, max_negatives:96
[Fri Sep 11 18:31:52 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:6, loss:0.35912, official_mrr:0.76558, filtered_mrr:0.03259, acc:0.98798, ap:0.98175, f1:0.98798, macro_auc:0.98942, micro_auc:0.98942
[Fri Sep 11 18:31:52 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:6, snapshot:72, positives:4118, sources:321, mean_negatives:80.469, min_negatives:29, max_negatives:96
[Fri Sep 11 18:31:52 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:6, loss:0.25467, official_mrr:0.79276, filtered_mrr:0.02765, acc:0.98895, ap:0.98910, f1:0.98895, macro_auc:0.99484, micro_auc:0.99484
[Fri Sep 11 18:31:52 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:6, snapshot:73, positives:4118, sources:306, mean_negatives:81.326, min_negatives:54, max_negatives:96
[Fri Sep 11 18:31:52 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:6, loss:0.39127, official_mrr:0.76656, filtered_mrr:0.02927, acc:0.99029, ap:0.98427, f1:0.99029, macro_auc:0.99274, micro_auc:0.99274
[Fri Sep 11 18:31:52 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:6, snapshot:74, positives:4118, sources:307, mean_negatives:80.789, min_negatives:45, max_negatives:96
[Fri Sep 11 18:31:52 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:6, loss:0.27278, official_mrr:0.77882, filtered_mrr:0.02597, acc:0.99259, ap:0.98934, f1:0.99259, macro_auc:0.99503, micro_auc:0.99503
[Fri Sep 11 18:31:52 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:6, snapshot:75, positives:4118, sources:329, mean_negatives:84.600, min_negatives:57, max_negatives:96
[Fri Sep 11 18:31:52 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:6, loss:0.23621, official_mrr:0.78157, filtered_mrr:0.03071, acc:0.99308, ap:0.99002, f1:0.99308, macro_auc:0.99539, micro_auc:0.99539
[Fri Sep 11 18:31:52 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:6, snapshot:76, positives:4118, sources:359, mean_negatives:81.110, min_negatives:36, max_negatives:96
[Fri Sep 11 18:31:52 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:6, loss:0.31034, official_mrr:0.78443, filtered_mrr:0.02845, acc:0.99162, ap:0.98827, f1:0.99162, macro_auc:0.99474, micro_auc:0.99474
[Fri Sep 11 18:31:52 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:6, snapshot:77, positives:4118, sources:319, mean_negatives:82.029, min_negatives:53, max_negatives:96
[Fri Sep 11 18:31:52 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:6, loss:0.36056, official_mrr:0.77391, filtered_mrr:0.02687, acc:0.99138, ap:0.98570, f1:0.99138, macro_auc:0.99345, micro_auc:0.99345
[Fri Sep 11 18:31:52 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:6, snapshot:78, positives:4118, sources:352, mean_negatives:83.768, min_negatives:51, max_negatives:96
[Fri Sep 11 18:31:53 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:6, loss:0.36656, official_mrr:0.76033, filtered_mrr:0.02656, acc:0.99102, ap:0.98618, f1:0.99101, macro_auc:0.99338, micro_auc:0.99338
[Fri Sep 11 18:31:53 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:6, snapshot:79, positives:4118, sources:371, mean_negatives:84.239, min_negatives:63, max_negatives:96
[Fri Sep 11 18:31:53 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:6, loss:0.26954, official_mrr:0.76644, filtered_mrr:0.02735, acc:0.99004, ap:0.98895, f1:0.99004, macro_auc:0.99410, micro_auc:0.99410
[Fri Sep 11 18:31:53 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:6, snapshot:80, positives:4118, sources:401, mean_negatives:83.221, min_negatives:39, max_negatives:96
[Fri Sep 11 18:31:53 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:6, loss:0.26619, official_mrr:0.80829, filtered_mrr:0.02855, acc:0.99223, ap:0.99036, f1:0.99223, macro_auc:0.99533, micro_auc:0.99533
[Fri Sep 11 18:31:53 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:6, snapshot:81, positives:4118, sources:339, mean_negatives:81.805, min_negatives:44, max_negatives:96
[Fri Sep 11 18:31:53 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:6, loss:0.32421, official_mrr:0.73390, filtered_mrr:0.02978, acc:0.99259, ap:0.98812, f1:0.99259, macro_auc:0.99473, micro_auc:0.99473
[Fri Sep 11 18:31:53 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:6, snapshot:82, positives:4118, sources:396, mean_negatives:82.735, min_negatives:34, max_negatives:96
[Fri Sep 11 18:31:53 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:6, loss:0.24348, official_mrr:0.76343, filtered_mrr:0.02617, acc:0.99077, ap:0.99099, f1:0.99077, macro_auc:0.99554, micro_auc:0.99554
[Fri Sep 11 18:31:53 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:6, snapshot:83, positives:4118, sources:391, mean_negatives:85.125, min_negatives:64, max_negatives:96
[Fri Sep 11 18:31:53 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:6, loss:0.32934, official_mrr:0.72622, filtered_mrr:0.02832, acc:0.98992, ap:0.98748, f1:0.98992, macro_auc:0.99385, micro_auc:0.99385
[Fri Sep 11 18:31:53 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:6, snapshot:84, positives:4118, sources:371, mean_negatives:82.074, min_negatives:46, max_negatives:96
[Fri Sep 11 18:31:53 2026|scalable_tgn_link_prediction.py|INFO] validation summary epoch:6, avg_official_mrr:0.77606, global_filtered_mrr:0.02857, avg_ap:0.98771, selection_metric:filtered_mrr, selection_score:0.02857
[Fri Sep 11 18:32:06 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:7, loss:0.35850, official_mrr:0.81044, filtered_mrr:0.02911, acc:0.99089, ap:0.98277, f1:0.99089, macro_auc:0.99234, micro_auc:0.99234
[Fri Sep 11 18:32:06 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:7, snapshot:70, positives:4118, sources:324, mean_negatives:83.555, min_negatives:51, max_negatives:96
[Fri Sep 11 18:32:07 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:7, loss:0.19787, official_mrr:0.81298, filtered_mrr:0.02909, acc:0.99271, ap:0.99074, f1:0.99271, macro_auc:0.99557, micro_auc:0.99557
[Fri Sep 11 18:32:07 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:7, snapshot:71, positives:4118, sources:344, mean_negatives:84.298, min_negatives:43, max_negatives:96
[Fri Sep 11 18:32:07 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:7, loss:0.31625, official_mrr:0.78982, filtered_mrr:0.03189, acc:0.98774, ap:0.98178, f1:0.98774, macro_auc:0.98965, micro_auc:0.98965
[Fri Sep 11 18:32:07 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:7, snapshot:72, positives:4118, sources:321, mean_negatives:80.469, min_negatives:29, max_negatives:96
[Fri Sep 11 18:32:07 2026|scalable_tgn_link_prediction.py|INFO] meta val epoch:7, loss:0.24778, official_mrr:0.78115, filtered_mrr:0.02659, acc:0.98907, ap:0.98724, f1:0.98907, macro_auc:0.99412, micro_auc:0.99412
[Fri Sep 11 18:32:07 2026|scalable_tgn_link_prediction.py|INFO] filtered val epoch:7, snapshot:73, positives:4118, sources:306, mean_negatives:81.326, min_negatives:54, max_negatives:96
